analysis_BCStepCode|TEDI_compliance,archetype|Area-Basement-m2,archetype|Area-Ceiling-m2,archetype|Area-Crawl-m2,archetype|Area-Door-m2,archetype|Area-DoorWin-m2,archetype|Area-ExposedFloor-m2,archetype|Area-Header-m2,archetype|Area-House-m2,archetype|Area-Slab-m2,archetype|Area-Walkout-m2,archetype|Area-Wall-m2,archetype|Area-Windows-m2,archetype|Base-Locale,archetype|Base-Region,archetype|Ceiling-Type,archetype|Floor-Area-m2,archetype|Front-Orientation,archetype|House-Builder,archetype|House-Storeys,archetype|House-Type,archetype|House-Volume-m3,archetype|Weather-Locale,archetype|Win-Area-m2-E,archetype|Win-Area-m2-N,archetype|Win-Area-m2-NE,archetype|Win-Area-m2-NW,archetype|Win-Area-m2-S,archetype|Win-Area-m2-SE,archetype|Win-Area-m2-SW,archetype|Win-Area-m2-W,archetype|Win-R-value-E,archetype|Win-R-value-N,archetype|Win-R-value-NE,archetype|Win-R-value-NW,archetype|Win-R-value-S,archetype|Win-R-value-SE,archetype|Win-R-value-SW,archetype|Win-R-value-W,archetype|Win-SHGC-E,archetype|Win-SHGC-N,archetype|Win-SHGC-NE,archetype|Win-SHGC-NW,archetype|Win-SHGC-S,archetype|Win-SHGC-SE,archetype|Win-SHGC-SW,archetype|Win-SHGC-W,archetype|climate-zone,archetype|fuel-DHW-presub,archetype|fuel-heating-presub,archetype|h2k-File,configuration|ChoiceFile,configuration|OptionsFile,configuration|Recovered-results,configuration|RunDirectory,configuration|RunNumber,configuration|SaveDirectory,cost-estimates|audit,cost-estimates|byAttribute|Opt-Ceilings,cost-estimates|byAttribute|Opt-AtticCeilings,cost-estimates|byAttribute|Opt-ACH,cost-estimates|byAttribute|Opt-CasementWindows,cost-estimates|byAttribute|Opt-DWHRSystem,cost-estimates|byAttribute|Opt-GenericWall_1Layer_definitions,cost-estimates|byAttribute|Opt-HVACSystem,cost-estimates|byAttribute|Opt-HRVonly,cost-estimates|byAttribute|Opt-DHWSystem,cost-estimates|byAttribute|Opt-FoundationWallExtIns,cost-estimates|byAttribute|Opt-FoundationWallIntIns,cost-estimates|byAttribute|Opt-FoundationSlabBelowGrade,cost-estimates|byAttribute|Opt-FoundationSlabOnGrade,cost-estimates|byAttribute|Opt-FloorHeaderIntIns,cost-estimates|byAttribute|Opt-ExposedFloor,cost-estimates|byBuildingComponent|envelope,cost-estimates|byBuildingComponent|mechanical,cost-estimates|byBuildingComponent|renewable,cost-estimates|bySource,cost-estimates|costing-dimensions,cost-estimates|status,cost-estimates|total,input|GOconfig_rotate,input|House-ListOfUpgrades,input|House-Upgraded,input|Opt-ACH,input|Opt-AtticCeilings,input|Opt-Baseloads,input|Opt-CasementWindows,input|Opt-CathCeilings,input|Opt-Ceilings,input|Opt-DBFiles,input|Opt-DHWSystem,input|Opt-DWHRSystem,input|Opt-DoorWindows,input|Opt-Doors,input|Opt-ExposedFloor,input|Opt-FlatCeilings,input|Opt-FloorHeaderIntIns,input|Opt-FoundationSlabBelowGrade,input|Opt-FoundationSlabOnGrade,input|Opt-FoundationWallExtIns,input|Opt-FoundationWallIntIns,input|Opt-FuelCost,input|Opt-GenericWall_1Layer_definitions,input|Opt-H2K-PV,input|Opt-HRVonly,input|Opt-HRVspec,input|Opt-HVACSystem,input|Opt-Location,input|Opt-MainWall,input|Opt-ResultHouseCode,input|Opt-Ruleset,input|Opt-Skylights,input|Opt-Specifications,input|Opt-Temperatures,input|Opt-WindowDistribution,input|Run-Locale,input|Run-Region,output|AuxEnergyReq-HeatingGJ,output|AvgAirConditioning-COP,output|ERS-Value,output|Energy-CoolingGJ,output|Energy-DHWGJ,output|Energy-HeatingGJ,output|Energy-PV-kWh,output|Energy-PlugGJ,output|Energy-Total-GJ,output|Energy-VentGJ,output|EnergyEleckWh,output|EnergyGasM3,output|EnergyOil_l,output|EnergyProp_L,output|EnergyWood_cord,output|Gross-HeatLoss-GJ,output|HDDs,output|House-R-Value(SI),output|LapsedTime,output|MEUI_kWh_m2,output|NumTries,output|PEAK-Cooling-W,output|PEAK-Heating-W,output|Ref-En-Total-GJ,output|SimplePaybackYrs,output|TEDI_kWh_m2,output|TotalAirConditioning-LoadGJ,output|Util-Bill-Elec,output|Util-Bill-Gas,output|Util-Bill-Net,output|Util-Bill-Oil,output|Util-Bill-Prop,output|Util-Bill-Wood,output|Util-Bill-gross,output|Util-PV-revenue,status|H2KDirCheckSumMatch,status|H2KDirCopyAttempts,status|H2KExecutionAttempts,status|H2KExecutionTime,status|MD5master,status|MD5workingcopy,status|errors,status|infoMsgs,status|processingtime,status|substitute-h2k-err-msgs,status|success,status|warnings,
Step 3,122.47,122.45,0.0,5.03,2.33,0.0,0.0,245.183,0.0,0.0,101.869,15.834,LONDON,ONTARIO,Attic/hip,122.0,E,O-1003,One,SingleDetached,624.2,LONDON,3.6,3.4,0.0,0.0,3.4,0.0,0.0,5.5,0.616,0.606,0.0,0.0,0.606,0.0,0.0,0.677,0.25,0.255,0.0,0.0,0.255,0.0,0.0,0.242,Zone 5,,Natural gas,ERS-4047.H2K,sim-894.choices,HTAP-options.json,General,HTAP-work-13,894,HTAP-sim-894,Details in JSON output,0.0,0.0,0.0,4183.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4183.54,0.0,0,Details in JSON output,Details in JSON output,true,4183.54,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,17.1,1.0,0.0,2.3,11.0,17.1,0,25.6,53.6,0.5,12665.2,295.2,0.0,0.0,0.0,43,3900,4.067,8.17,70.2,1.0,2176.1,3838.2,0.0,1444.1,38.9,2.3,1592.61,331.45,1924.06,0.0,0.0,0.0,1924.06,0.0,true,1,1,8.171664,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,0.0,47.23,0.0,3.347,0.98,24.72,3.996,141.452,22.15,0.0,50.452,11.707,OTTAWA,ONTARIO,Attic/gable,116.2,S,O-1007,Three,Rowhouse-middleunit,328.2,OTTAWA,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-4111.H2K,sim-895.choices,HTAP-options.json,General,HTAP-work-14,895,HTAP-sim-895,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,13.4,1.4,0.0,2.7,13.6,13.4,0,25.6,55.8,0.3,11739.0,363.9,0.0,0.0,0.0,42,4500,2.845,8.95,71.7,1.0,2721.9,5796.9,0.0,915.3,32.1,4.0,1033.18,362.08,1395.26,0.0,0.0,0.0,1395.26,0.0,true,1,1,8.950205,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,0.0,47.23,0.0,3.347,0.98,24.72,3.996,141.452,22.15,0.0,50.452,11.707,OTTAWA,ONTARIO,Attic/gable,116.2,S,O-1007,Three,Rowhouse-middleunit,328.2,OTTAWA,2.7,2.7,0.0,0.0,3.7,0.0,0.0,2.7,0.62,0.62,0.0,0.0,0.617,0.0,0.0,0.62,0.525,0.525,0.0,0.0,0.511,0.0,0.0,0.525,Zone 6,,Natural gas,ERS-4111.H2K,sim-896.choices,HTAP-options.json,General,HTAP-work-15,896,HTAP-sim-896,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,16.6,1.4,0.0,2.7,13.6,16.6,0,25.6,59.0,0.3,12629.0,363.9,0.0,0.0,0.0,42,4500,2.865,6.21,79.3,1.0,2942.5,5770.5,0.0,977.7,39.8,4.0,1095.66,362.08,1457.74,0.0,0.0,0.0,1457.74,0.0,true,1,1,6.209304,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,0.0,47.23,0.0,3.347,0.98,24.72,3.996,141.452,22.15,0.0,50.452,11.707,OTTAWA,ONTARIO,Attic/gable,116.2,S,O-1007,Three,Rowhouse-middleunit,328.2,OTTAWA,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-4111.H2K,sim-897.choices,HTAP-options.json,General,HTAP-work-16,897,HTAP-sim-897,Details in JSON output,0.0,0.0,0.0,3323.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323.11,0.0,0,Details in JSON output,Details in JSON output,true,3323.11,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,19.0,1.1,0.0,2.4,13.6,19.0,0,25.6,61.1,0.3,13204.3,363.9,0.0,0.0,0.0,42,4500,2.834,6.77,84.5,1.0,2092.0,5806.3,0.0,1018.1,45.5,2.9,1136.04,362.08,1498.12,0.0,0.0,0.0,1498.12,0.0,true,1,1,6.76769,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,0.0,47.23,0.0,3.347,0.98,24.72,3.996,141.452,22.15,0.0,50.452,11.707,OTTAWA,ONTARIO,Attic/gable,116.2,S,O-1007,Three,Rowhouse-middleunit,328.2,OTTAWA,2.7,2.7,0.0,0.0,3.7,0.0,0.0,2.7,0.606,0.606,0.0,0.0,0.607,0.0,0.0,0.606,0.186,0.186,0.0,0.0,0.263,0.0,0.0,0.186,Zone 6,,Natural gas,ERS-4111.H2K,sim-898.choices,HTAP-options.json,General,HTAP-work-17,898,HTAP-sim-898,Details in JSON output,0.0,0.0,0.0,3323.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323.11,0.0,0,Details in JSON output,Details in JSON output,true,3323.11,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,20.7,1.1,0.0,2.4,13.6,20.7,0,25.6,62.8,0.3,13669.8,363.9,0.0,0.0,0.0,42,4500,2.842,7.81,88.5,1.0,2167.4,5789.3,0.0,1050.8,49.5,2.9,1168.72,362.08,1530.8,0.0,0.0,0.0,1530.8,0.0,true,1,1,7.807412,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,0.0,47.23,0.0,3.347,0.98,24.72,3.996,141.452,22.15,0.0,50.452,11.707,OTTAWA,ONTARIO,Attic/gable,116.2,S,O-1007,Three,Rowhouse-middleunit,328.2,OTTAWA,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-4111.H2K,sim-899.choices,HTAP-options.json,General,HTAP-work-18,899,HTAP-sim-899,Details in JSON output,0.0,0.0,0.0,3323.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323.11,0.0,0,Details in JSON output,Details in JSON output,true,3323.11,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,17.6,1.2,0.0,2.5,13.6,17.6,0,25.6,59.7,0.3,12830.4,363.9,0.0,0.0,0.0,42,4500,2.834,5.85,81.2,1.0,2220.3,5806.3,0.0,991.9,42.2,3.1,1109.8,362.08,1471.88,0.0,0.0,0.0,1471.88,0.0,true,1,1,5.851055,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,0.0,47.23,0.0,3.347,0.98,24.72,3.996,141.452,22.15,0.0,50.452,11.707,OTTAWA,ONTARIO,Attic/gable,116.2,S,O-1007,Three,Rowhouse-middleunit,328.2,OTTAWA,2.7,2.7,0.0,0.0,3.7,0.0,0.0,2.7,0.606,0.606,0.0,0.0,0.607,0.0,0.0,0.606,0.254,0.254,0.0,0.0,0.313,0.0,0.0,0.254,Zone 6,,Natural gas,ERS-4111.H2K,sim-900.choices,HTAP-options.json,General,HTAP-work-19,900,HTAP-sim-900,Details in JSON output,0.0,0.0,0.0,3323.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323.11,0.0,0,Details in JSON output,Details in JSON output,true,3323.11,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,19.8,1.2,0.0,2.5,13.6,19.8,0,25.6,61.9,0.3,13432.6,363.9,0.0,0.0,0.0,42,4500,2.842,7.27,86.4,1.0,2324.1,5789.3,0.0,1034.1,47.3,3.1,1152.07,362.08,1514.15,0.0,0.0,0.0,1514.15,0.0,true,1,1,7.274043,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,0.0,47.23,0.0,3.347,0.98,24.72,8.787,209.762,22.15,0.0,110.777,14.901,OTTAWA,ONTARIO,Attic/gable,116.2,N,O-1007,Three,Rowhouse-endunit,321.7,OTTAWA,1.8,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.622,0.613,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.516,0.0,0.0,0.0,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-4121.H2K,sim-901.choices,HTAP-options.json,General,HTAP-work-20,901,HTAP-sim-901,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,28.8,1.3,0.0,2.6,13.9,28.8,0,25.6,71.4,0.3,15982.8,372.8,0.0,0.0,0.0,54,4500,2.86,6.08,109.0,1.0,2652.0,6970.7,0.0,1217.9,69.0,3.5,1331.09,366.81,1697.9,0.0,0.0,0.0,1697.9,0.0,true,1,1,6.082217,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,0.0,47.23,0.0,3.347,0.98,24.72,8.787,209.762,22.15,0.0,105.597,20.081,OTTAWA,ONTARIO,Attic/gable,116.2,N,O-1007,Three,Rowhouse-endunit,321.7,OTTAWA,4.8,5.8,0.0,0.0,4.8,0.0,0.0,4.8,0.605,0.605,0.0,0.0,0.605,0.0,0.0,0.605,0.539,0.527,0.0,0.0,0.539,0.0,0.0,0.539,Zone 6,,Natural gas,ERS-4121.H2K,sim-902.choices,HTAP-options.json,General,HTAP-work-21,902,HTAP-sim-902,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,25.1,1.6,0.0,3.0,13.9,25.1,0,25.6,68.2,0.3,15092.9,372.8,0.0,0.0,0.0,57,4500,2.603,8.4,101.1,1.0,4076.3,7326.5,0.0,1155.4,59.9,5.3,1268.62,366.81,1635.43,0.0,0.0,0.0,1635.43,0.0,true,1,1,8.401824,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,0.0,47.23,0.0,3.347,0.98,24.72,8.787,209.762,22.15,0.0,110.777,14.901,OTTAWA,ONTARIO,Attic/gable,116.2,N,O-1007,Three,Rowhouse-endunit,321.7,OTTAWA,1.8,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.606,0.606,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.207,0.0,0.0,0.0,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-4121.H2K,sim-903.choices,HTAP-options.json,General,HTAP-work-22,903,HTAP-sim-903,Details in JSON output,0.0,0.0,0.0,4312.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4312.54,0.0,0,Details in JSON output,Details in JSON output,true,4312.54,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,31.9,1.0,0.0,2.3,13.9,31.9,0,25.6,74.2,0.3,16760.7,372.8,0.0,0.0,0.0,54,4500,2.847,5.87,115.9,1.0,2133.2,6985.4,0.0,1272.5,76.4,2.4,1385.7,366.81,1752.51,0.0,0.0,0.0,1752.51,0.0,true,1,1,5.865066,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,0.0,47.23,0.0,3.347,0.98,24.72,8.787,209.762,22.15,0.0,105.597,20.081,OTTAWA,ONTARIO,Attic/gable,116.2,N,O-1007,Three,Rowhouse-endunit,321.7,OTTAWA,4.8,5.8,0.0,0.0,4.8,0.0,0.0,4.8,0.606,0.607,0.0,0.0,0.606,0.0,0.0,0.606,0.187,0.236,0.0,0.0,0.187,0.0,0.0,0.187,Zone 6,,Natural gas,ERS-4121.H2K,sim-904.choices,HTAP-options.json,General,HTAP-work-23,904,HTAP-sim-904,Details in JSON output,0.0,0.0,0.0,5917.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5917.41,0.0,0,Details in JSON output,Details in JSON output,true,5917.41,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-LG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,31.8,1.1,0.0,2.5,13.9,31.8,0,25.6,74.3,0.3,16773.1,372.8,0.0,0.0,0.0,57,4500,2.606,6.87,115.9,1.0,2639.1,7322.7,0.0,1273.4,76.1,2.9,1386.58,366.81,1753.38,0.0,0.0,0.0,1753.38,0.0,true,1,1,6.868761,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,0.0,47.23,0.0,3.347,0.98,24.72,8.787,209.762,22.15,0.0,110.777,14.901,OTTAWA,ONTARIO,Attic/gable,116.2,N,O-1007,Three,Rowhouse-endunit,321.7,OTTAWA,1.8,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.606,0.606,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.27,0.0,0.0,0.0,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-4121.H2K,sim-905.choices,HTAP-options.json,General,HTAP-work-24,905,HTAP-sim-905,Details in JSON output,0.0,0.0,0.0,4312.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4312.54,0.0,0,Details in JSON output,Details in JSON output,true,4312.54,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,31.3,1.1,0.0,2.4,13.9,31.3,0,25.6,73.6,0.3,16601.3,372.8,0.0,0.0,0.0,54,4500,2.847,5.67,114.5,1.0,2243.9,6985.4,0.0,1261.3,74.8,2.7,1374.51,366.81,1741.32,0.0,0.0,0.0,1741.32,0.0,true,1,1,5.672932,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,0.0,47.23,0.0,3.347,0.98,24.72,8.787,209.762,22.15,0.0,105.597,20.081,OTTAWA,ONTARIO,Attic/gable,116.2,N,O-1007,Three,Rowhouse-endunit,321.7,OTTAWA,4.8,5.8,0.0,0.0,4.8,0.0,0.0,4.8,0.606,0.607,0.0,0.0,0.606,0.0,0.0,0.606,0.256,0.293,0.0,0.0,0.256,0.0,0.0,0.256,Zone 6,,Natural gas,ERS-4121.H2K,sim-906.choices,HTAP-options.json,General,HTAP-work-25,906,HTAP-sim-906,Details in JSON output,0.0,0.0,0.0,5917.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5917.41,0.0,0,Details in JSON output,Details in JSON output,true,5917.41,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Reference-9.36;,true,NA,NA,NA,NC-2g-MG-u1.65,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Reference-9.36,NA,ONTARIO,30.2,1.2,0.0,2.5,13.9,30.2,0,25.6,72.8,0.3,16353.0,372.8,0.0,0.0,0.0,57,4500,2.606,6.88,112.3,1.0,2919.9,7322.7,0.0,1243.9,72.3,3.2,1357.08,366.81,1723.89,0.0,0.0,0.0,1723.89,0.0,true,1,1,6.878769,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 4,0.0,42.67,0.0,3.347,0.98,24.72,3.776,132.986,22.15,0.0,46.639,11.835,OTTAWA,ONTARIO,Attic/gable,105.0,S,O-1007,Three,Rowhouse-middleunit,290.6,OTTAWA,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503,0.0,0.0,0.0,Zone 6,,Natural gas,ERS-4176.H2K,sim-907.choices,HTAP-options.json,General,HTAP-work-26,907,HTAP-sim-907,Details in JSON output,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Details in JSON output,Details in JSON output,true,0.0,S,Opt-HVACSystem=>NBC-elec-heat-AC;Opt-WindowDistribution=>Proposed-9.36;,true,NA,NA,NA,NA,NA,NA,H2KCodeLibFile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBC-elec-heat-AC,NA,NA,General,as-found,NA,NA,NA,Proposed-9.36,NA,ONTARIO,11.6,3.0,0.0,4.2,13.9,11.6,0,25.6,56.4,0.3,11816.7,372.8,0.0,0.0,0.0,39,4500,2.765,6.1,79.3,1.0,2693.2,5328.0,0.0,925.4,30.7,14.8,1038.64,366.81,1405.44,0.0,0.0,0.0,1405.44,0.0,true,1,1,6.101228,219428d29c121312e0a52849e73b624b,219428d29c121312e0a52849e73b624b,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
